Number of mutations	Number of positions with this many mutations	Number of CP 1 positions with this many mutations	Number of CP 2 positions with this many mutations	Number of CP 3 positions with this many mutations	Number of non-coding positions with this many mutations	Number of uni-mutational positions with this many mutations	Fraction of positions which are uni-mutational	Average uni-mutational fraction of positions with this many mutations
602	0	0	0	0	0	0	N/A	N/A
603	0	0	0	0	0	0	N/A	N/A
604	0	0	0	0	0	0	N/A	N/A
605	0	0	0	0	0	0	N/A	N/A
606	0	0	0	0	0	0	N/A	N/A
607	0	0	0	0	0	0	N/A	N/A
608	0	0	0	0	0	0	N/A	N/A
609	0	0	0	0	0	0	N/A	N/A
610	0	0	0	0	0	0	N/A	N/A
611	0	0	0	0	0	0	N/A	N/A
612	0	0	0	0	0	0	N/A	N/A
613	0	0	0	0	0	0	N/A	N/A
614	0	0	0	0	0	0	N/A	N/A
615	0	0	0	0	0	0	N/A	N/A
616	0	0	0	0	0	0	N/A	N/A
617	0	0	0	0	0	0	N/A	N/A
618	0	0	0	0	0	0	N/A	N/A
619	0	0	0	0	0	0	N/A	N/A
620	0	0	0	0	0	0	N/A	N/A
621	0	0	0	0	0	0	N/A	N/A
622	0	0	0	0	0	0	N/A	N/A
623	0	0	0	0	0	0	N/A	N/A
624	0	0	0	0	0	0	N/A	N/A
625	0	0	0	0	0	0	N/A	N/A
626	0	0	0	0	0	0	N/A	N/A
627	0	0	0	0	0	0	N/A	N/A
628	0	0	0	0	0	0	N/A	N/A
629	0	0	0	0	0	0	N/A	N/A
630	0	0	0	0	0	0	N/A	N/A
631	0	0	0	0	0	0	N/A	N/A
632	0	0	0	0	0	0	N/A	N/A
633	0	0	0	0	0	0	N/A	N/A
634	0	0	0	0	0	0	N/A	N/A
635	0	0	0	0	0	0	N/A	N/A
636	0	0	0	0	0	0	N/A	N/A
637	0	0	0	0	0	0	N/A	N/A
638	0	0	0	0	0	0	N/A	N/A
639	0	0	0	0	0	0	N/A	N/A
640	0	0	0	0	0	0	N/A	N/A
641	0	0	0	0	0	0	N/A	N/A
642	0	0	0	0	0	0	N/A	N/A
643	0	0	0	0	0	0	N/A	N/A
644	0	0	0	0	0	0	N/A	N/A
645	0	0	0	0	0	0	N/A	N/A
646	0	0	0	0	0	0	N/A	N/A
647	0	0	0	0	0	0	N/A	N/A
648	0	0	0	0	0	0	N/A	N/A
649	0	0	0	0	0	0	N/A	N/A
650	0	0	0	0	0	0	N/A	N/A
651	0	0	0	0	0	0	N/A	N/A
652	0	0	0	0	0	0	N/A	N/A
653	0	0	0	0	0	0	N/A	N/A
654	0	0	0	0	0	0	N/A	N/A
655	0	0	0	0	0	0	N/A	N/A
656	0	0	0	0	0	0	N/A	N/A
657	0	0	0	0	0	0	N/A	N/A
658	0	0	0	0	0	0	N/A	N/A
659	0	0	0	0	0	0	N/A	N/A
660	0	0	0	0	0	0	N/A	N/A
661	0	0	0	0	0	0	N/A	N/A
662	0	0	0	0	0	0	N/A	N/A
663	0	0	0	0	0	0	N/A	N/A
664	0	0	0	0	0	0	N/A	N/A
665	0	0	0	0	0	0	N/A	N/A
666	0	0	0	0	0	0	N/A	N/A
667	0	0	0	0	0	0	N/A	N/A
668	0	0	0	0	0	0	N/A	N/A
669	0	0	0	0	0	0	N/A	N/A
670	0	0	0	0	0	0	N/A	N/A
671	0	0	0	0	0	0	N/A	N/A
672	0	0	0	0	0	0	N/A	N/A
673	0	0	0	0	0	0	N/A	N/A
674	0	0	0	0	0	0	N/A	N/A
675	0	0	0	0	0	0	N/A	N/A
676	0	0	0	0	0	0	N/A	N/A
677	0	0	0	0	0	0	N/A	N/A
678	0	0	0	0	0	0	N/A	N/A
679	0	0	0	0	0	0	N/A	N/A
680	0	0	0	0	0	0	N/A	N/A
681	0	0	0	0	0	0	N/A	N/A
682	0	0	0	0	0	0	N/A	N/A
683	0	0	0	0	0	0	N/A	N/A
684	0	0	0	0	0	0	N/A	N/A
685	0	0	0	0	0	0	N/A	N/A
686	0	0	0	0	0	0	N/A	N/A
687	0	0	0	0	0	0	N/A	N/A
688	0	0	0	0	0	0	N/A	N/A
689	0	0	0	0	0	0	N/A	N/A
690	0	0	0	0	0	0	N/A	N/A
691	0	0	0	0	0	0	N/A	N/A
692	0	0	0	0	0	0	N/A	N/A
693	0	0	0	0	0	0	N/A	N/A
694	0	0	0	0	0	0	N/A	N/A
695	0	0	0	0	0	0	N/A	N/A
696	0	0	0	0	0	0	N/A	N/A
697	0	0	0	0	0	0	N/A	N/A
698	0	0	0	0	0	0	N/A	N/A
699	0	0	0	0	0	0	N/A	N/A
700	0	0	0	0	0	0	N/A	N/A
701	0	0	0	0	0	0	N/A	N/A
702	0	0	0	0	0	0	N/A	N/A
703	1	0	0	0	1	1	1.0	1.0
704	0	0	0	0	0	0	N/A	N/A
705	0	0	0	0	0	0	N/A	N/A
706	0	0	0	0	0	0	N/A	N/A
707	1	0	0	0	1	0	0.0	0.9985855728429985
708	0	0	0	0	0	0	N/A	N/A
709	0	0	0	0	0	0	N/A	N/A
710	0	0	0	0	0	0	N/A	N/A
711	0	0	0	0	0	0	N/A	N/A
712	2	0	0	0	2	0	0.0	0.9978932584269663
713	1	0	0	0	1	0	0.0	0.9943899018232819
714	4	0	0	0	4	1	0.25	0.9985994397759104
715	0	0	0	0	0	0	N/A	N/A
716	2	0	0	0	2	0	0.0	0.9979050279329609
717	2	0	0	0	2	2	1.0	1.0
718	1	0	0	0	1	1	1.0	1.0
719	2	0	0	0	2	1	0.5	0.9986091794158554
720	1	0	0	0	1	0	0.0	0.9944444444444445
721	2	0	0	0	2	0	0.0	0.9972260748959778
722	0	0	0	0	0	0	N/A	N/A
723	2	0	0	0	2	1	0.5	0.9993084370677732
724	2	0	0	0	2	0	0.0	0.9965469613259669
725	2	0	0	0	2	1	0.5	0.9979310344827585
726	1	0	0	0	1	0	0.0	0.9986225895316805
727	2	0	0	0	2	1	0.5	0.9986244841815681
728	1	0	0	0	1	0	0.0	0.9972527472527473
729	1	0	0	0	1	1	1.0	1.0
730	1	0	0	0	1	1	1.0	1.0
731	0	0	0	0	0	0	N/A	N/A
732	0	0	0	0	0	0	N/A	N/A
733	0	0	0	0	0	0	N/A	N/A
734	0	0	0	0	0	0	N/A	N/A
735	2	0	0	0	2	2	1.0	1.0
736	1	0	0	0	1	0	0.0	0.9891304347826086
